,Equity Name,Trade,Entry Time,Entry Price,Exit Time,Exit Price,Quantity,Position Size,PNL,% PNL
636,BPCL,Long Closed,2009-04-30,32.17,2009-10-30,41.67,1554.0,49986.996,14763.0,29.534
637,BPCL,Long Closed,2009-12-04,50.41,2010-02-03,47.51,991.0,49958.786,-2873.9,-5.753
638,BPCL,Long Closed,2010-05-18,45.47,2010-10-22,60.1,1099.0,49972.445,16078.37,32.174
639,BPCL,Long Closed,2011-04-08,50.71,2011-06-13,50.92,986.0,49998.415,207.06,0.414
640,BPCL,Long Closed,2011-07-08,54.89,2011-09-20,55.42,910.0,49947.626,482.3,0.966
641,BPCL,Long Closed,2012-02-01,47.5,2012-08-09,58.93,1052.0,49970.0,12024.36,24.063
642,BPCL,Long Closed,2012-10-11,58.5,2012-11-06,56.66,854.0,49959.0,-1571.36,-3.145
643,BPCL,Long Closed,2012-12-20,59.49,2013-03-06,65.62,840.0,49972.999,5149.2,10.304
644,BPCL,Long Closed,2013-04-29,68.55,2013-06-07,62.0,729.0,49972.952,-4774.95,-9.555
645,BPCL,Long Closed,2013-10-01,54.76,2013-12-05,59.17,913.0,49994.356,4026.33,8.054
646,BPCL,Long Closed,2013-12-30,58.83,2014-01-07,55.08,849.0,49949.499,-3183.75,-6.374
647,BPCL,Long Closed,2014-02-10,58.37,2014-08-11,95.36,856.0,49961.865,31663.44,63.375
648,BPCL,Long Closed,2014-08-19,109.82,2014-10-28,114.83,455.0,49966.583,2279.55,4.562
649,BPCL,Long Closed,2014-10-31,117.33,2014-12-18,108.35,426.0,49984.001,-3825.48,-7.653
650,BPCL,Long Closed,2015-02-04,120.83,2015-05-15,126.63,413.0,49904.168,2395.4,4.8
651,BPCL,Long Closed,2015-06-03,141.2,2015-08-27,143.33,354.0,49984.799,754.02,1.508
652,BPCL,Long Closed,2015-10-21,152.0,2016-01-04,148.15,328.0,49856.0,-1262.8,-2.533
653,BPCL,Long Closed,2016-03-31,150.65,2016-12-05,201.63,331.0,49865.148,16874.38,33.84
654,BPCL,Long Closed,2017-01-16,220.88,2017-03-14,212.0,226.0,49919.633,-2006.88,-4.02
655,BPCL,Long Closed,2017-04-21,241.48,2017-06-16,225.7,207.0,49987.051,-3266.46,-6.535
656,BPCL,Long Closed,2017-08-02,242.8,2017-10-05,241.05,205.0,49774.001,-358.75,-0.721
657,BPCL,Long Closed,2017-11-02,272.45,2017-12-08,249.25,183.0,49858.352,-4245.6,-8.515
658,BPCL,Long Closed,2017-12-29,261.62,2018-01-18,240.05,191.0,49970.375,-4119.87,-8.245
659,BPCL,Long Closed,2018-06-14,209.95,2018-07-11,187.95,238.0,49968.099,-5236.0,-10.479
660,BPCL,Long Closed,2018-12-04,161.0,2019-02-06,168.98,310.0,49910.0,2473.8,4.957
661,BPCL,Long Closed,2019-03-14,194.48,2019-05-03,192.48,257.0,49980.077,-514.0,-1.028
662,BPCL,Long Closed,2019-05-27,196.5,2019-07-09,181.0,254.0,49911.0,-3937.0,-7.888
663,BPCL,Long Closed,2019-09-13,192.75,2019-12-11,242.5,259.0,49922.25,12885.25,25.811
664,BPCL,Long Closed,2020-06-12,177.62,2020-09-09,203.0,281.0,49912.625,7131.78,14.289
665,BPCL,Long Closed,2020-11-23,193.0,2021-04-15,204.5,259.0,49987.0,2978.5,5.959
666,BPCL,Long Closed,2021-05-21,231.5,2021-07-15,224.65,215.0,49772.5,-1472.75,-2.959
667,BPCL,Long Closed,2021-09-01,236.62,2021-09-30,219.9,211.0,49927.875,-3527.92,-7.066
668,BPCL,Long Closed,2022-01-24,190.7,2022-02-11,184.82,262.0,49963.399,-1540.56,-3.083
669,BPCL,Long Closed,2022-04-08,191.4,2022-05-18,168.23,261.0,49955.398,-6047.37,-12.106
670,BPCL,Long Closed,2022-08-02,167.75,2022-09-26,156.0,298.0,49989.5,-3501.5,-7.004
671,BPCL,Long Closed,2022-11-29,170.75,2023-02-16,165.57,292.0,49859.0,-1512.56,-3.034
672,BPCL,Long Closed,2023-03-29,170.0,2023-08-16,178.38,294.0,49980.0,2463.72,4.929
673,BPCL,Long Closed,2023-11-09,192.55,2024-04-10,294.65,259.0,49870.451,26443.9,53.025
674,BPCL,Long Closed,2024-05-15,304.5,2024-06-27,298.8,164.0,49938.0,-934.8,-1.872
